11		B	Jean-François Ricq	093428	2	1:1, 3:1 [2:2]	Dry	FRA						Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	14	5:00.272	0:20.585	0:21.172	1
Run 2	No 	14	5:12.738	0:21.078	0:22.063	2
Run 3	Yes 	14	5:06.277	0:20.935	0:21.591	1

Qualifying result:
Rank	Laps	Endtime	Points	Run
12	28	10:23.333	18	V12 [3]

12		B	Pascal Vanstaevel	0000000	3	2:1, 3:2 [1:2]	Dry	FRA						Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	14	5:23.733	0:20.457	0:22.729	2
Run 2	Yes 	14	5:09.301	0:20.671	0:21.687	1
Run 3	Yes 	14	5:14.406	0:20.208	0:21.983	2

Qualifying result:
Rank	Laps	Endtime	Points	Run
17	27	10:26.266	30	V12 [3]

13		B	Sonny Vandenborre	1245	6	3:3, 1:3 [2:9]	Dry	BEL						Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	13	4:53.364	0:20.777	0:22.201	3
Run 2	No 	5	2:10.705	0:21.346	0:24.968	9
Run 3	Yes 	14	5:15.287	0:21.061	0:22.195	3

Qualifying result:
Rank	Laps	Endtime	Points	Run
13	28	10:37.359	23	V12 [3]

14		B	Paul Brocq	095487	8	2:3, 1:5 [3:6]	Dry	FRA	Xray	Hobbywing 13.5t	XB2	schum	Futaba	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	13	5:09.516	0:21.156	0:23.317	5
Run 2	Yes 	14	5:13.879	0:20.650	0:21.948	3
Run 3	No 	13	5:09.219	0:21.148	0:23.234	6

Qualifying result:
Rank	Laps	Endtime	Points	Run
19	26	10:28.589	37	V12 [3]

15	93572	B	Guillaume Wlodarczyk	0	8	3:4, 1:4 [2:7]	Dry	FRA	X-ray	Hobbywing v10 g4 13,5t	Xb2		Flysky gt5	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	13	5:03.023	0:21.151	0:22.826	4
Run 2	No 	13	5:20.438	0:21.347	0:24.172	7
Run 3	Yes 	13	5:00.700	0:21.127	0:22.634	4

Qualifying result:
Rank	Laps	Endtime	Points	Run
18	26	10:18.754	31	V12 [3]

16	91398	B	Grégory Conynck	091398	10	2:5, 3:5 [1:7]	Dry	FRA	Xray Xb2	Hobbywing	Gamma 2c	Shum	Futaba	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	13	5:18.059	0:20.307	0:24.095	7
Run 2	Yes 	13	5:04.708	0:20.568	0:23.073	5
Run 3	Yes 	13	5:05.036	0:20.903	0:23.061	5

Qualifying result:
Rank	Laps	Endtime	Points	Run
14	27	10:23.073	24	V12 [3]

17		B	eric masure	12090	11	2:4, 3:7 [1:8]	Dry	FRA	XRAY	CORSATEC		HOTRACE	FUTABA	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	12	5:01.817	0:21.477	0:24.709	8
Run 2	Yes 	13	5:03.206	0:20.795	0:22.925	4
Run 3	Yes 	13	5:13.981	0:21.408	0:23.733	7

Qualifying result:
Rank	Laps	Endtime	Points	Run
15	27	10:25.177	26	V12 [3]

18		B	alexis Damiens	054215	12	1:6, 2:6 [3:8]	Dry	FRA	XRay XB2 '24	Trinity slot machine 13.5T			Radiomaster MT12 ELRS 2.4G	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	13	5:12.361	0:20.417	0:23.625	6
Run 2	Yes 	13	5:18.067	0:21.066	0:24.061	6
Run 3	No 	13	5:17.502	0:21.226	0:23.981	8

Qualifying result:
Rank	Laps	Endtime	Points	Run
16	26	10:20.074	30	V12 [3]

19		B	Charles MERLEN	0	17	2:8, 3:9 [1:9]	Dry	FRA	Xray ( Oh nooooonnn )	Qui tourne	Profilé	Rond	Futaba for Ever	Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	No 	12	5:05.043	0:21.796	0:24.834	9
Run 2	Yes 	12	5:06.022	0:21.741	0:24.928	8
Run 3	Yes 	12	5:02.030	0:22.289	0:24.533	9

Qualifying result:
Rank	Laps	Endtime	Points	Run
20	25	10:11.686	38	V12 [3]

20		B	Sylvain Cordonnier	067533	22	1:11, 2:11 [3:11]	Dry	FRA						Details

Final Runs:
Run	Counted	Laps	Endtime	Besttime	Mediumtime	Points
Run 1	Yes 	0	0:00.000	0:00.000	0:00.000	11
Run 2	Yes 	0	0:00.000	0:00.000	0:00.000	11
Run 3	No 	0	0:00.000	0:00.000	0:00.000	11

Qualifying result:
Rank	Laps	Endtime	Points	Run
11	28	10:24.790	18	V12 [3]